appid,name,developer,publisher,score_rank,owners,average_forever,average_2weeks,median_forever,median_2weeks,ccu,price,initialprice,discount,tags,languages,genre
1201240,BLEACH Brave Souls,KLab Inc.,KLab Inc.,,"1,000,000 .. 2,000,000",4309,0,216,0,2094,0.0,0.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support","English, French, Japanese<strong>*</strong>, Thai, Simplified Chinese, Traditional Chinese, Korean<br><strong>*</strong>languages with full audio support","Action, Casual, RPG, Free To Play"
1876890,Wandering Sword,The Swordman Studio,Spiral Up Games,,"500,000 .. 1,000,000",6495,981,3652,1165,1998,2499.0,2499.0,0.0,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","Simplified Chinese, English, Traditional Chinese","Adventure, Indie, RPG, Strategy"
2591280,F1 Manager 2024,Frontier Developments,Frontier Developments,,"100,000 .. 200,000",2740,14,2479,14,1981,3499.0,3499.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Dutch<strong>*</strong>, Japanese<strong>*</strong>, Polish, Portuguese - Brazil<strong>*</strong>, Russian, Simplified Chinese<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Turkish<br><strong>*</strong>languages with full audio support","Simulation, Strategy"
1468260,Leaf Blower Revolution - Idle Game,Humble North,Humble North,,"1,000,000 .. 2,000,000",13318,988,473,1478,1953,0.0,0.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats","English, French, German, Spanish - Spain, Polish, Russian, Slovenian","Casual, Indie, Free To Play"
669330,Mechabellum,Game River,Game River,,"500,000 .. 1,000,000",4020,112,602,136,1951,1499.0,1499.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing","Simplified Chinese, English, French, German, Traditional Chinese, Spanish - Spain, Japanese, Korean, Polish, Spanish - Latin America, Russian","Action, Indie, Massively Multiplayer, Simulation, Strategy"
1477830,HudSight - crosshair overlay,Eduard Kozadaev,Eduard Kozadaev,,"500,000 .. 1,000,000",15840,0,23727,0,1934,799.0,799.0,0.0,"Steam Achievements, Steam Workshop","English<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Bulgarian<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Swedish<strong>*</strong>, Thai<strong>*</strong>, Turkish<strong>*</strong><br><strong>*</strong>languages with full audio support","Action, Education, Software Training, Utilities, Video Production"
2933130,The Lord of the Rings: Return to Moria,Free Range Games,North Beach Games,,"100,000 .. 200,000",1421,209,414,312,1909,1499.0,2499.0,40.0,"Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Simplified Chinese<br><strong>*</strong>languages with full audio support","Action, Adventure, RPG"
2113850,Spirit City: Lofi Sessions,Mooncube Games,Mooncube Games,,"100,000 .. 200,000",1648,91,1228,91,1901,1199.0,1199.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing","English, French, Italian, German, Spanish - Spain, Simplified Chinese, Japanese, Korean, Portuguese - Brazil","Casual, Indie, Simulation"
1371580,Myth of Empires,Angela Game,Imperium Interactive Entertainment,,"200,000 .. 500,000",5250,0,3361,0,1893,2999.0,2999.0,0.0,"Single-player, Multi-player, MMO, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Workshop, In-App Purchases, HDR available","English, Simplified Chinese, French, German, Spanish - Spain, Russian, Czech, Japanese, Polish, Traditional Chinese, Portuguese - Brazil, Korean, Thai, Italian, Dutch","Action, Adventure, Indie, Massively Multiplayer, RPG"
2698940,The Crew Motorfest,Ubisoft Ivory Tower,Ubisoft,,"100,000 .. 200,000",949,419,1240,741,1843,2099.0,6999.0,70.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Captions available, In-App Purchases, HDR available","English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain, Arabic, Simplified Chinese, Traditional Chinese, Korean, Japanese, Polish, Portuguese - Brazil, Russian<br><strong>*</strong>languages with full audio support",Racing
2420110,Horizon Forbidden West Complete Edition,"Guerrilla, Nixxes Software",PlayStation Publishing LLC,,"500,000 .. 1,000,000",2458,0,2113,0,1829,5999.0,5999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Cloud, HDR available, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic<strong>*</strong>, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese<strong>*</strong>, Korean, Norwegian, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese, Spanish - Latin America<strong>*</strong>, Swedish, Thai, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support","Action, RPG"
872410,ROMANCE OF THE THREE KINGDOMS XIV,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,"1,000,000 .. 2,000,000",2858,0,3471,0,1824,5999.0,5999.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Simplified Chinese<strong>*</strong>, Traditional Chinese, Japanese<strong>*</strong>, Korean, English<br><strong>*</strong>languages with full audio support",Simulation
1158160,Coral Island,Stairway Games,Humble Games,,"500,000 .. 1,000,000",1835,0,625,0,1819,2999.0,2999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","English, French, German, Spanish - Spain, Japanese, Simplified Chinese, Indonesian, Korean, Portuguese - Brazil, Thai","Adventure, Casual, Indie, RPG, Simulation, Strategy"
1527950,Wartales,Shiro Games,Shiro Games,,"1,000,000 .. 2,000,000",5541,873,1496,873,1811,3499.0,3499.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","English<strong>*</strong>, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Korean<br><strong>*</strong>languages with full audio support","Adventure, Indie, RPG, Strategy"
2205850,"Dwarves: Glory, Death and Loot",ichbinhamma,"INSTINCT3, Gamersky Games",,"100,000 .. 200,000",1014,0,1019,0,1800,1399.0,1399.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","English, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Italian, French, Japanese, Korean, Portuguese - Portugal, Spanish - Latin America, Ukrainian, Polish, Turkish, Russian","Adventure, Casual, Indie, RPG, Strategy, Early Access"
1336490,Against the Storm,Eremite Games,Hooded Horse,,"500,000 .. 1,000,000",2198,188,1181,329,1721,2999.0,2999.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","English<strong>*</strong>, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Japanese, Korean, Traditional Chinese, Italian, Czech, Hungarian, Turkish, Ukrainian, Thai, Spanish - Latin America<br><strong>*</strong>languages with full audio support","Simulation, Strategy"
2399420,Le Mans Ultimate,Studio 397,Studio 397,,"200,000 .. 500,000",1909,1348,1561,2581,1711,3305.0,3799.0,13.0,"Single-player, Multi-player, PvP, Online PvP, VR Supported, Partial Controller Support, Family Sharing","English, French, Italian, German, Spanish - Spain","Racing, Early Access"
1369670,Motor Town: Behind The Wheel,P3 Games,P3 Games,,"100,000 .. 200,000",797,0,891,0,1701,1599.0,1999.0,20.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Partial Controller Support, Steam Cloud, Family Sharing","English, Czech, French, Italian, German, Spanish - Spain, Japanese, Polish, Russian, Simplified Chinese, Swedish, Turkish, Ukrainian, Dutch, Portuguese - Brazil, Spanish - Latin America, Lithuanian","Adventure, Casual, Indie, Racing, Simulation, Early Access"
2321470,Deep Rock Galactic: Survivor,Funday Games,Ghost Ship Publishing,,"1,000,000 .. 2,000,000",1324,44,772,85,1692,1299.0,1299.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing","English<strong>*</strong>, French, German, Spanish - Spain, Simplified Chinese, Italian, Korean, Portuguese - Brazil, Portuguese - Portugal, Traditional Chinese, Ukrainian, Hungarian, Russian, Japanese, Polish, Bulgarian, Turkish, Czech, Dutch<br><strong>*</strong>languages with full audio support","Action, Early Access"
8800,Civilization IV: Beyond the Sword,Firaxis Games,2K,,"500,000 .. 1,000,000",982,0,206,0,1678,999.0,999.0,0.0,"Single-player, Family Sharing","English, French, German, Italian, Spanish - Spain",Strategy
895400,Deadside,Bad Pixel,"Bad Pixel, tinyBuild",,"500,000 .. 1,000,000",1793,0,1213,0,1677,2499.0,2499.0,0.0,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Family Sharing","English, Russian, French, German, Spanish - Latin America, Simplified Chinese","Action, Adventure, Indie, Massively Multiplayer"
597180,Old World,Mohawk Games,Hooded Horse,,"200,000 .. 500,000",260,0,386,0,1657,999.0,3999.0,75.0,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play Together, Family Sharing","English, French, German, Spanish - Spain, Japanese, Russian, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Korean","Simulation, Strategy"
1189490,觅长生,Chalcedony Network,Chalcedony Network,,"1,000,000 .. 2,000,000",1950,241,1565,373,1646,1499.0,1499.0,0.0,"Single-player, Steam Achievements, Steam Workshop, Steam Workshop, Steam Cloud, Family Sharing",Simplified Chinese,"Indie, RPG, Strategy"
1325200,Nioh 2 – The Complete Edition,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,"1,000,000 .. 2,000,000",4004,20,2795,20,1631,4999.0,4999.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, HDR available, Family Sharing","English<strong>*</strong>, French, Italian, Spanish - Spain, Spanish - Latin America, Portuguese - Portugal, Portuguese - Brazil, Polish, Russian, Simplified Chinese, Traditional Chinese, Japanese<strong>*</strong>, Korean, German<br><strong>*</strong>languages with full audio support","Action, RPG"
1919590,NBA 2K23,Visual Concepts,2K,,"1,000,000 .. 2,000,000",5352,0,3262,0,1627,0.0,0.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, Remote Play Together, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support","Simulation, Sports"
1013320,Firestone Idle RPG,Holyday Studios,Holyday Studios,,"500,000 .. 1,000,000",2439,0,247,0,1593,0.0,0.0,0.0,"Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats, Remote Play on Phone, Remote Play on Tablet","English<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Greek<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, French<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish<strong>*</strong>, Traditional Chinese<strong>*</strong>, Turkish<strong>*</strong>, Danish<strong>*</strong>, Finnish<strong>*</strong>, Swedish<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Dutch<strong>*</strong>, Italian<strong>*</strong>, Czech<strong>*</strong>, Hungarian<strong>*</strong>, Norwegian<strong>*</strong>, Ukrainian<strong>*</strong><br><strong>*</strong>languages with full audio support","Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Free To Play"
2445690,Lost Castle 2,Hunter Studio,Hunter Studio,,"200,000 .. 500,000",1381,654,894,837,1592,1499.0,1499.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Remote Play Together, Family Sharing","English, Simplified Chinese, Traditional Chinese","Action, Adventure, Indie, RPG, Early Access"
2904000,The Spell Brigade,Bolt Blaster Games,Bolt Blaster Games,,"200,000 .. 500,000",806,0,867,0,1586,999.0,999.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Thai, Traditional Chinese, Portuguese - Portugal, Korean, Ukrainian","Action, Casual, Indie, Free To Play, Early Access"
1335200,Action Taimanin,LiLith,Infini-Brain inc.,,"500,000 .. 1,000,000",809,0,38,0,1583,0.0,0.0,0.0,"Single-player, Multi-player, MMO, PvP, Online PvP, In-App Purchases, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet","English, Japanese<strong>*</strong>, Simplified Chinese, Traditional Chinese, Korean, Spanish - Spain, Spanish - Latin America<br><strong>*</strong>languages with full audio support","Action, Adventure, RPG, Free To Play"
2315690,WWE 2K24,Visual Concepts,2K,,"200,000 .. 500,000",7232,223,3381,261,1582,5999.0,5999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, In-App Purchases, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Arabic<br><strong>*</strong>languages with full audio support","Simulation, Sports"
2842040,Star Wars Outlaws,Massive Entertainment – A Ubisoft Studio,Ubisoft,,"20,000 .. 50,000",382,12,568,12,1570,3499.0,6999.0,50.0,"Single-player, Steam Achievements, Full controller support, Captions available, In-App Purchases, HDR available","English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean, Polish, Portuguese - Brazil<strong>*</strong>, Russian, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support","Action, Adventure"
2336220,Feed the Cups,Vambear Games,IndieArk,,"500,000 .. 1,000,000",548,0,660,0,1556,1599.0,1599.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing","English, Simplified Chinese, Japanese","Casual, Indie, Simulation, Early Access"
786520,SAO Utils: Beta,Joshua Chen,Studio GPBeta,,"200,000 .. 500,000",1121,0,1234,0,1554,399.0,399.0,0.0,"Steam Workshop, Steam Cloud","English, Japanese, Simplified Chinese, Traditional Chinese","Utilities, Early Access"
2527500,MiSide,AIHASTO,"IndieArk, Shochiku (Japan)",,"100,000 .. 200,000",348,286,336,428,1534,1499.0,1499.0,0.0,"Single-player, Steam Achievements, Family Sharing","English, Russian<strong>*</strong>, Japanese<strong>*</strong>, Simplified Chinese, French, German, Korean, Italian, Spanish - Spain<strong>*</strong>, Ukrainian, Turkish<strong>*</strong>, Polish, Portuguese - Brazil<strong>*</strong>, Portuguese - Portugal, Spanish - Latin America<strong>*</strong>, Vietnamese, Hungarian, Indonesian, Thai, Swedish, Romanian, Traditional Chinese, Persian, Serbian, Filipino, Croatian<br><strong>*</strong>languages with full audio support","Adventure, Indie, RPG, Simulation"
